xai_method,n,mean_iou,mean_dice,mean_sir,mean_inside_outside_ratio,mean_mask_area,mean_xai_area
gradcam,100,0.215805121661777,0.3198153774054949,0.4514679305530075,145837.55545893818,0.2360222018494898,0.4906122448979592
shap,100,0.2264609600118571,0.3476574806411158,0.363208435473918,2.7728755378361534,0.2360222018494898,0.200015943877551
lime,100,0.16835735878854038,0.2623442347485798,0.22864272289494336,1.0493538179867234,0.2360222018494898,0.6019248246173469
