dataset,stem,xai_method,concept,top_k_percent,iou,dice,sir,inside_outside_ratio,pearson_corr,concept_area_ratio,xai_area_ratio,xai_path,pseudo_npz_path
ham10000,ISIC_0025439,lime,border_w12_dil4_sigma8,20,0.0,0.0,0.001166686610027173,0.750217154074337,-0.08028792813580896,0.0015545280612244898,0.3544921875,/home/tbeliere/Projects/DCU/2026-mcm-XAI-skin-lesion/outputs/pilot/xai_maps/lime/ham10000_ISIC_0025439.npy,/home/tbeliere/Projects/DCU/2026-mcm-XAI-skin-lesion/outputs/pilot/pseudo_concepts/npz/ham10000/ISIC_0025439.npz
ham10000,ISIC_0025439,lime,border_w16_dil6_sigma10,20,0.0,0.0,0.0013910494196477832,0.7501610005485283,-0.0899848903551837,0.0018534757653061226,0.3544921875,/home/tbeliere/Projects/DCU/2026-mcm-XAI-skin-lesion/outputs/pilot/xai_maps/lime/ham10000_ISIC_0025439.npy,/home/tbeliere/Projects/DCU/2026-mcm-XAI-skin-lesion/outputs/pilot/pseudo_concepts/npz/ham10000/ISIC_0025439.npz
ham10000,ISIC_0025439,lime,border_w16_dil6_sigma10_dist,20,0.0,0.0,0.001136771568744425,0.7502246015890586,-0.08469438589595495,0.0015146683673469387,0.3544921875,/home/tbeliere/Projects/DCU/2026-mcm-XAI-skin-lesion/outputs/pilot/xai_maps/lime/ham10000_ISIC_0025439.npy,/home/tbeliere/Projects/DCU/2026-mcm-XAI-skin-lesion/outputs/pilot/pseudo_concepts/npz/ham10000/ISIC_0025439.npz
ham10000,ISIC_0025439,lime,colour_heterogeneity,20,0.17723956222123163,0.3011104415940858,0.13379502213709055,1.2683849307219772,0.09415933276809521,0.10855787627551021,0.3544921875,/home/tbeliere/Projects/DCU/2026-mcm-XAI-skin-lesion/outputs/pilot/xai_maps/lime/ham10000_ISIC_0025439.npy,/home/tbeliere/Projects/DCU/2026-mcm-XAI-skin-lesion/outputs/pilot/pseudo_concepts/npz/ham10000/ISIC_0025439.npz
ham10000,ISIC_0025439,shap,asymmetry,20,0.08505701405457103,0.15677888434034534,0.12454224977060041,0.9852110017696365,-0.004239864582027002,0.12617586096938777,0.20001594387755103,/home/tbeliere/Projects/DCU/2026-mcm-XAI-skin-lesion/outputs/pilot/xai_maps/shap/ham10000_ISIC_0025439.npy,/home/tbeliere/Projects/DCU/2026-mcm-XAI-skin-lesion/outputs/pilot/pseudo_concepts/npz/ham10000/ISIC_0025439.npz
ham10000,ISIC_0025439,shap,border_default,20,0.0005948250223053486,0.0011889428316643326,0.0009533170966299813,0.8390331156718216,-0.05398944984526605,0.001136001275510204,0.20001594387755103,/home/tbeliere/Projects/DCU/2026-mcm-XAI-skin-lesion/outputs/pilot/xai_maps/shap/ham10000_ISIC_0025439.npy,/home/tbeliere/Projects/DCU/2026-mcm-XAI-skin-lesion/outputs/pilot/pseudo_concepts/npz/ham10000/ISIC_0025439.npz
ham10000,ISIC_0025439,shap,border_w8_dil2_sigma5,20,0.0005948250223053486,0.0011889428316643326,0.0009533170966299813,0.8390331156718216,-0.05398944984526605,0.001136001275510204,0.20001594387755103,/home/tbeliere/Projects/DCU/2026-mcm-XAI-skin-lesion/outputs/pilot/xai_maps/shap/ham10000_ISIC_0025439.npy,/home/tbeliere/Projects/DCU/2026-mcm-XAI-skin-lesion/outputs/pilot/pseudo_concepts/npz/ham10000/ISIC_0025439.npz
ham10000,ISIC_0025439,shap,border_w12_dil4_sigma8,20,0.0007916089451802972,0.0015819655922468044,0.0012240049876978156,0.7871197792652411,-0.05849458763032049,0.0015545280612244898,0.20001594387755103,/home/tbeliere/Projects/DCU/2026-mcm-XAI-skin-lesion/outputs/pilot/xai_maps/shap/ham10000_ISIC_0025439.npy,/home/tbeliere/Projects/DCU/2026-mcm-XAI-skin-lesion/outputs/pilot/pseudo_concepts/npz/ham10000/ISIC_0025439.npz
ham10000,ISIC_0025439,shap,border_w16_dil6_sigma10,20,0.0012850929221023277,0.002566887155689044,0.0016286629357598072,0.8785093934659871,-0.05656696958346231,0.0018534757653061226,0.20001594387755103,/home/tbeliere/Projects/DCU/2026-mcm-XAI-skin-lesion/outputs/pilot/xai_maps/shap/ham10000_ISIC_0025439.npy,/home/tbeliere/Projects/DCU/2026-mcm-XAI-skin-lesion/outputs/pilot/pseudo_concepts/npz/ham10000/ISIC_0025439.npz
ham10000,ISIC_0025439,shap,border_w16_dil6_sigma10_dist,20,0.0010890010890000107,0.0021756329113902535,0.0013308509046799906,0.8784799459665297,-0.05817659585220641,0.0015146683673469387,0.20001594387755103,/home/tbeliere/Projects/DCU/2026-mcm-XAI-skin-lesion/outputs/pilot/xai_maps/shap/ham10000_ISIC_0025439.npy,/home/tbeliere/Projects/DCU/2026-mcm-XAI-skin-lesion/outputs/pilot/pseudo_concepts/npz/ham10000/ISIC_0025439.npz
ham10000,ISIC_0025439,shap,colour_heterogeneity,20,0.19633750579493406,0.32823096299145627,0.20371312005993344,2.1007827731768773,0.4319443247757456,0.10855787627551021,0.20001594387755103,/home/tbeliere/Projects/DCU/2026-mcm-XAI-skin-lesion/outputs/pilot/xai_maps/shap/ham10000_ISIC_0025439.npy,/home/tbeliere/Projects/DCU/2026-mcm-XAI-skin-lesion/outputs/pilot/pseudo_concepts/npz/ham10000/ISIC_0025439.npz
ham10000,ISIC_0034034,gradcam,asymmetry,20,0.061486486486427135,0.11584977721186154,0.07874137839319609,5.579810723187988,0.19139723551293308,0.01508689413265306,0.20408163265306123,/home/tbeliere/Projects/DCU/2026-mcm-XAI-skin-lesion/outputs/pilot/xai_maps/gradcam/ham10000_ISIC_0034034.npy,/home/tbeliere/Projects/DCU/2026-mcm-XAI-skin-lesion/outputs/pilot/pseudo_concepts/npz/ham10000/ISIC_0034034.npz
ham10000,ISIC_0034034,gradcam,border_default,20,0.015478971962601753,0.030486051193528436,0.014639602754659564,3.8881274451426955,0.1354383662004405,0.0038066007653061226,0.20408163265306123,/home/tbeliere/Projects/DCU/2026-mcm-XAI-skin-lesion/outputs/pilot/xai_maps/gradcam/ham10000_ISIC_0034034.npy,/home/tbeliere/Projects/DCU/2026-mcm-XAI-skin-lesion/outputs/pilot/pseudo_concepts/npz/ham10000/ISIC_0034034.npz
ham10000,ISIC_0034034,gradcam,border_w8_dil2_sigma5,20,0.015478971962601753,0.030486051193528436,0.014639602754659564,3.8881274451426955,0.1354383662004405,0.0038066007653061226,0.20408163265306123,/home/tbeliere/Projects/DCU/2026-mcm-XAI-skin-lesion/outputs/pilot/xai_maps/gradcam/ham10000_ISIC_0034034.npy,/home/tbeliere/Projects/DCU/2026-mcm-XAI-skin-lesion/outputs/pilot/pseudo_concepts/npz/ham10000/ISIC_0034034.npz
ham10000,ISIC_0034034,gradcam,border_w12_dil4_sigma8,20,0.013805172078539952,0.027234369006494785,0.015961534698609354,4.312910747977656,0.169644603892906,0.0037468112244897957,0.20408163265306123,/home/tbeliere/Projects/DCU/2026-mcm-XAI-skin-lesion/outputs/pilot/xai_maps/gradcam/ham10000_ISIC_0034034.npy,/home/tbeliere/Projects/DCU/2026-mcm-XAI-skin-lesion/outputs/pilot/pseudo_concepts/npz/ham10000/ISIC_0034034.npz
ham10000,ISIC_0034034,gradcam,border_w16_dil6_sigma10,20,0.02347691113695821,0.045876777251141344,0.028720302054256033,4.756499973737791,0.20287172868236403,0.0061782525510204085,0.20408163265306123,/home/tbeliere/Projects/DCU/2026-mcm-XAI-skin-lesion/outputs/pilot/xai_maps/gradcam/ham10000_ISIC_0034034.npy,/home/tbeliere/Projects/DCU/2026-mcm-XAI-skin-lesion/outputs/pilot/pseudo_concepts/npz/ham10000/ISIC_0034034.npz
ham10000,ISIC_0034034,gradcam,border_w16_dil6_sigma10_dist,20,0.019131785957056294,0.03754526396032252,0.02308992802681009,4.645433215996718,0.18703590420187924,0.00506218112244898,0.20408163265306123,/home/tbeliere/Projects/DCU/2026-mcm-XAI-skin-lesion/outputs/pilot/xai_maps/gradcam/ham10000_ISIC_0034034.npy,/home/tbeliere/Projects/DCU/2026-mcm-XAI-skin-lesion/outputs/pilot/pseudo_concepts/npz/ham10000/ISIC_0034034.npz
ham10000,ISIC_0034034,gradcam,colour_heterogeneity,20,0.08330922765395496,0.15380507343110475,0.10264276637939156,5.653757202225923,0.5220804747031839,0.019830197704081634,0.20408163265306123,/home/tbeliere/Projects/DCU/2026-mcm-XAI-skin-lesion/outputs/pilot/xai_maps/gradcam/ham10000_ISIC_0034034.npy,/home/tbeliere/Projects/DCU/2026-mcm-XAI-skin-lesion/outputs/pilot/pseudo_concepts/npz/ham10000/ISIC_0034034.npz
ham10000,ISIC_0034034,lime,asymmetry,20,0.012783832879197824,0.025244938681248965,0.01487292940935326,0.9856037819423045,-0.003330846059089745,0.01508689413265306,0.8738440688775511,/home/tbeliere/Projects/DCU/2026-mcm-XAI-skin-lesion/outputs/pilot/xai_maps/lime/ham10000_ISIC_0034034.npy,/home/tbeliere/Projects/DCU/2026-mcm-XAI-skin-lesion/outputs/pilot/pseudo_concepts/npz/ham10000/ISIC_0034034.npz
